Date,Description,Amount,Transaction Type,Category,Account Name
01-01-2020,Rent/ Mortgage,2400.0,debit,Mortgage & Rent,Savings
01-01-2020,Eversource Electricity,56.86,debit,Utilities,Checking
01-01-2020,National Grid Gas,68.47,debit,Utilities,Checking
01-01-2020,Heating fuel,245.58,debit,Utilities,Checking
01-01-2020,Ace Hardware,231.3,debit,Grocery shopping,Credit Card
01-01-2020,Mama-cita,45.46,debit,Restaurants,Credit Card
01-01-2020,Stop and Shop,156.76,debit,Grocery shopping,Credit Card
01-02-2020,Uber,22.96,debit,Travel expenses,Credit Card
01-02-2020,Ice skating,20.31,debit,Entertainment,Credit Card
01-02-2020,Trader Joes,174.47,debit,Grocery shopping,Credit Card
01-02-2020,AMC Boston,34.26,debit,Entertainment,Credit Card
01-02-2020,Ace Hardware,178.47,debit,Grocery shopping,Credit Card
01-03-2020,Trader Joes,164.59,debit,Grocery shopping,Credit Card
01-04-2020,Stop and Shop,230.56,debit,Grocery shopping,Credit Card
01-04-2020,Trader Joes,248.05,debit,Grocery shopping,Credit Card
01-04-2020,Ace Hardware,237.77,debit,Grocery shopping,Credit Card
01-05-2020,Temu,49.14,debit,Shopping,Credit Card
01-05-2020,Market Basket,195.26,debit,Grocery shopping,Credit Card
01-05-2020,Karaoke,41.62,debit,Entertainment,Credit Card
01-05-2020,Amazon,64.58,debit,Shopping,Credit Card
01-06-2020,Trader Joes,245.16,debit,Grocery shopping,Credit Card
01-06-2020,Uber,24.15,debit,Travel expenses,Credit Card
01-06-2020,Ace Hardware,212.35,debit,Grocery shopping,Credit Card
01-07-2020,Ace Hardware,235.55,debit,Grocery shopping,Credit Card
01-07-2020,Karaoke,62.91,debit,Entertainment,Credit Card
01-08-2020,Lyft,24.38,debit,Travel expenses,Credit Card
01-08-2020,Karaoke,57.83,debit,Entertainment,Credit Card
01-08-2020,Uber,10.56,debit,Travel expenses,Credit Card
01-08-2020,Boston Shawarma,34.18,debit,Restaurants,Credit Card
01-08-2020,Ace Hardware,230.04,debit,Grocery shopping,Credit Card
01-08-2020,Mall,38.33,debit,Shopping,Credit Card
01-08-2020,Stop and Shop,165.8,debit,Grocery shopping,Credit Card
01-09-2020,Uber,12.05,debit,Travel expenses,Credit Card
01-09-2020,Trader Joes,236.43,debit,Grocery shopping,Credit Card
01-11-2020,Mama-cita,41.32,debit,Restaurants,Credit Card
01-11-2020,Mall,52.89,debit,Shopping,Credit Card
01-12-2020,Trader Joes,229.59,debit,Grocery shopping,Credit Card
01-13-2020,Monthly direct deposit - Salary,10000.0,credit,Salary,Savings
01-13-2020,Market Basket,177.02,debit,Grocery shopping,Credit Card
01-14-2020,Mama-cita,56.15,debit,Restaurants,Credit Card
01-14-2020,AMC Boston,43.39,debit,Entertainment,Credit Card
01-14-2020,Stop and Shop,231.13,debit,Grocery shopping,Credit Card
01-15-2020,Dominos,37.33,debit,Restaurants,Credit Card
01-15-2020,Credit Transaction,19.07,credit,Cashback Rewards,Savings
01-15-2020,Stop and Shop,204.95,debit,Grocery shopping,Credit Card
01-15-2020,Credit Transaction,67.35,credit,Dividends,Savings
01-16-2020,Temu,79.12,debit,Shopping,Credit Card
01-16-2020,MBTA,26.08,debit,Travel expenses,Credit Card
01-16-2020,Trader Joes,186.12,debit,Grocery shopping,Credit Card
01-17-2020,Dominos,63.63,debit,Restaurants,Credit Card
01-17-2020,Mama-cita,44.68,debit,Restaurants,Credit Card
01-17-2020,Trader Joes,240.25,debit,Grocery shopping,Credit Card
01-17-2020,Amazon,27.97,debit,Shopping,Credit Card
01-18-2020,Ace Hardware,194.15,debit,Grocery shopping,Credit Card
01-18-2020,Mall,71.55,debit,Shopping,Credit Card
01-18-2020,Trader Joes,211.23,debit,Grocery shopping,Credit Card
01-19-2020,Boston Halal,28.47,debit,Restaurants,Credit Card
01-19-2020,Dominos,43.09,debit,Restaurants,Credit Card
01-19-2020,StandUp show,31.24,debit,Entertainment,Credit Card
01-19-2020,Mama-cita,67.84,debit,Restaurants,Credit Card
01-21-2020,Ice skating,34.79,debit,Entertainment,Credit Card
01-21-2020,Ace Hardware,174.74,debit,Grocery shopping,Credit Card
01-21-2020,Credit Transaction,95.55,credit,Dividends,Savings
01-21-2020,Stop and Shop,177.98,debit,Grocery shopping,Credit Card
01-21-2020,Trader Joes,213.45,debit,Grocery shopping,Credit Card
01-22-2020,MBTA,26.95,debit,Travel expenses,Credit Card
01-22-2020,Market Basket,229.19,debit,Grocery shopping,Credit Card
01-22-2020,Ace Hardware,163.52,debit,Grocery shopping,Credit Card
01-22-2020,Trader Joes,176.65,debit,Grocery shopping,Credit Card
01-22-2020,Ice skating,65.81,debit,Entertainment,Credit Card
01-22-2020,StandUp show,63.38,debit,Entertainment,Credit Card
01-23-2020,Mama-cita,76.83,debit,Restaurants,Credit Card
01-23-2020,Stop and Shop,223.69,debit,Grocery shopping,Credit Card
01-24-2020,Market Basket,248.95,debit,Grocery shopping,Credit Card
01-24-2020,Trader Joes,162.53,debit,Grocery shopping,Credit Card
01-24-2020,Stop and Shop,196.7,debit,Grocery shopping,Credit Card
01-24-2020,Boston Shawarma,27.41,debit,Restaurants,Credit Card
01-25-2020,Ace Hardware,160.94,debit,Grocery shopping,Credit Card
01-25-2020,Stop and Shop,187.93,debit,Grocery shopping,Credit Card
01-26-2020,Boston Shawarma,55.65,debit,Restaurants,Credit Card
01-26-2020,Ace Hardware,201.54,debit,Grocery shopping,Credit Card
01-26-2020,Trader Joes,209.59,debit,Grocery shopping,Credit Card
01-26-2020,Stop and Shop,177.18,debit,Grocery shopping,Credit Card
01-26-2020,Market Basket,185.16,debit,Grocery shopping,Credit Card
01-26-2020,Mall,42.69,debit,Shopping,Credit Card
01-27-2020,Trader Joes,228.5,debit,Grocery shopping,Credit Card
01-27-2020,Ace Hardware,243.01,debit,Grocery shopping,Credit Card
01-28-2020,Trader Joes,159.82,debit,Grocery shopping,Credit Card
01-28-2020,Market Basket,228.11,debit,Grocery shopping,Credit Card
01-28-2020,Boston Shawarma,64.1,debit,Restaurants,Credit Card
01-28-2020,Lyft,20.25,debit,Travel expenses,Credit Card
01-28-2020,Stop and Shop,232.12,debit,Grocery shopping,Credit Card
01-29-2020,AMC Boston,37.63,debit,Entertainment,Credit Card
01-29-2020,Market Basket,159.89,debit,Grocery shopping,Credit Card
01-29-2020,Ace Hardware,245.97,debit,Grocery shopping,Credit Card
01-29-2020,Ice skating,58.23,debit,Entertainment,Credit Card
01-29-2020,Trader Joes,225.28,debit,Grocery shopping,Credit Card
01-30-2020,Credit Transaction,179.94,credit,Dividends,Savings
01-30-2020,Stop and Shop,226.33,debit,Grocery shopping,Credit Card
01-30-2020,AMC Boston,23.85,debit,Entertainment,Credit Card
01-30-2020,Trader Joes,207.41,debit,Grocery shopping,Credit Card
01-31-2020,Mall,42.22,debit,Shopping,Credit Card
02-01-2020,Market Basket,236.71,debit,Grocery shopping,Credit Card
02-01-2020,Rent/ Mortgage,2400.0,debit,Mortgage & Rent,Savings
02-01-2020,Eversource Electricity,73.36,debit,Utilities,Checking
02-01-2020,National Grid Gas,53.9,debit,Utilities,Checking
02-01-2020,Heating fuel,165.55,debit,Utilities,Checking
02-01-2020,Mama-cita,34.24,debit,Restaurants,Credit Card
02-01-2020,Trader Joes,177.37,debit,Grocery shopping,Credit Card
02-03-2020,Boston Shawarma,41.81,debit,Restaurants,Credit Card
02-03-2020,Ace Hardware,155.04,debit,Grocery shopping,Credit Card
02-03-2020,Mama-cita,30.5,debit,Restaurants,Credit Card
02-04-2020,Market Basket,211.81,debit,Grocery shopping,Credit Card
02-04-2020,Boston Shawarma,75.68,debit,Restaurants,Credit Card
02-05-2020,Market Basket,175.28,debit,Grocery shopping,Credit Card
02-05-2020,Credit Transaction,19.69,credit,Cashback Rewards,Savings
02-05-2020,Stop and Shop,184.13,debit,Grocery shopping,Credit Card
02-05-2020,Ace Hardware,217.21,debit,Grocery shopping,Credit Card
02-05-2020,Trader Joes,247.2,debit,Grocery shopping,Credit Card
02-06-2020,Ace Hardware,182.38,debit,Grocery shopping,Credit Card
02-06-2020,Credit Transaction,15.22,credit,Cashback Rewards,Savings
02-06-2020,Mama-cita,36.79,debit,Restaurants,Credit Card
02-07-2020,Ace Hardware,181.68,debit,Grocery shopping,Credit Card
02-08-2020,Dominos,32.27,debit,Restaurants,Credit Card
02-08-2020,MBTA,29.09,debit,Travel expenses,Credit Card
02-08-2020,Trader Joes,213.75,debit,Grocery shopping,Credit Card
02-08-2020,Amazon,30.61,debit,Shopping,Credit Card
02-08-2020,Karaoke,54.37,debit,Entertainment,Credit Card
02-09-2020,Mama-cita,37.77,debit,Restaurants,Credit Card
02-09-2020,Market Basket,222.94,debit,Grocery shopping,Credit Card
02-09-2020,Credit Transaction,14.08,credit,Cashback Rewards,Savings
02-09-2020,Boston Halal,45.95,debit,Restaurants,Credit Card
02-09-2020,StandUp show,33.57,debit,Entertainment,Credit Card
02-10-2020,Uber,14.25,debit,Travel expenses,Credit Card
02-10-2020,Ace Hardware,185.64,debit,Grocery shopping,Credit Card
02-11-2020,Market Basket,159.71,debit,Grocery shopping,Credit Card
02-11-2020,Stop and Shop,169.49,debit,Grocery shopping,Credit Card
02-11-2020,Ace Hardware,215.07,debit,Grocery shopping,Credit Card
02-12-2020,Ace Hardware,241.44,debit,Grocery shopping,Credit Card
02-12-2020,Market Basket,181.69,debit,Grocery shopping,Credit Card
02-12-2020,Stop and Shop,188.88,debit,Grocery shopping,Credit Card
02-12-2020,Boston Shawarma,31.6,debit,Restaurants,Credit Card
02-13-2020,Trader Joes,239.76,debit,Grocery shopping,Credit Card
02-13-2020,Stop and Shop,155.89,debit,Grocery shopping,Credit Card
02-13-2020,Market Basket,151.06,debit,Grocery shopping,Credit Card
02-13-2020,Monthly direct deposit - Salary,10000.0,credit,Salary,Savings
02-14-2020,Ace Hardware,247.79,debit,Grocery shopping,Credit Card
02-14-2020,Market Basket,223.73,debit,Grocery shopping,Credit Card
02-15-2020,Stop and Shop,186.84,debit,Grocery shopping,Credit Card
02-15-2020,StandUp show,25.63,debit,Entertainment,Credit Card
02-15-2020,Trader Joes,203.55,debit,Grocery shopping,Credit Card
02-15-2020,Ace Hardware,161.68,debit,Grocery shopping,Credit Card
02-17-2020,Boston Shawarma,68.93,debit,Restaurants,Credit Card
02-17-2020,Ace Hardware,188.25,debit,Grocery shopping,Credit Card
02-18-2020,Trader Joes,226.11,debit,Grocery shopping,Credit Card
02-19-2020,Trader Joes,189.79,debit,Grocery shopping,Credit Card
02-19-2020,Ice skating,49.12,debit,Entertainment,Credit Card
02-20-2020,AMC Boston,35.74,debit,Entertainment,Credit Card
02-21-2020,Stop and Shop,229.16,debit,Grocery shopping,Credit Card
02-21-2020,Boston Halal,34.48,debit,Restaurants,Credit Card
02-21-2020,Boston Shawarma,58.88,debit,Restaurants,Credit Card
02-23-2020,Amazon,52.3,debit,Shopping,Credit Card
02-23-2020,Stop and Shop,153.78,debit,Grocery shopping,Credit Card
02-23-2020,Market Basket,153.1,debit,Grocery shopping,Credit Card
02-23-2020,StandUp show,67.75,debit,Entertainment,Credit Card
02-24-2020,Trader Joes,212.48,debit,Grocery shopping,Credit Card
02-25-2020,Market Basket,187.0,debit,Grocery shopping,Credit Card
02-25-2020,Boston Halal,31.35,debit,Restaurants,Credit Card
02-26-2020,Ace Hardware,167.83,debit,Grocery shopping,Credit Card
02-26-2020,Boston Halal,38.1,debit,Restaurants,Credit Card
02-26-2020,Lyft,27.49,debit,Travel expenses,Credit Card
02-26-2020,Dominos,27.91,debit,Restaurants,Credit Card
02-27-2020,Stop and Shop,239.87,debit,Grocery shopping,Credit Card
02-27-2020,Trader Joes,223.93,debit,Grocery shopping,Credit Card
02-27-2020,Ace Hardware,187.61,debit,Grocery shopping,Credit Card
02-27-2020,Market Basket,231.31,debit,Grocery shopping,Credit Card
02-28-2020,Trader Joes,152.11,debit,Grocery shopping,Credit Card
